,title,artist,positive,negative,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,unknown,total_number_of_words,emotional_impact_words,neutral_words,norm_positive,norm_negative,norm_anger,norm_anticipation,norm_disgust,norm_fear,norm_joy,norm_sadness,norm_surprise,norm_trust,norm_unknown,norm_total_number_of_words,norm_emotional_impact_words,norm_neutral_words,year
b2503,nothing compares 2 u,sinead oconnor,9,7,2,2,4,3,6,4,2,1,93,129,16,20,6.976744186,5.426356589,1.550387597,1.550387597,3.100775194,2.325581395,4.651162791,3.100775194,1.550387597,0.775193798,72.09302326,100,12.40310078,15.50387597,1990
b2504,poison,bell biv devoe,12,26,18,7,14,19,8,19,8,8,122,213,38,53,5.633802817,12.20657277,8.450704225,3.286384977,6.572769953,8.920187793,3.755868545,8.920187793,3.755868545,3.755868545,57.27699531,100,17.84037559,24.88262911,1990
b2505,vogue,madonna,34,11,3,6,1,2,23,13,2,8,116,231,45,70,14.71861472,4.761904762,1.298701299,2.597402597,0.432900433,0.865800866,9.956709957,5.627705628,0.865800866,3.463203463,50.21645022,100,19.48051948,30.3030303,1990
b2506,vision of love,mariah carey,21,3,2,10,3,3,13,3,3,8,43,87,24,20,24.13793103,3.448275862,2.298850575,11.49425287,3.448275862,3.448275862,14.94252874,3.448275862,3.448275862,9.195402299,49.42528736,100,27.5862069,22.98850575,1990
b2507,another day in paradise,phil collins,3,9,1,3,3,2,0,2,0,5,88,127,12,27,2.362204724,7.086614173,0.787401575,2.362204724,2.362204724,1.57480315,0,1.57480315,0,3.937007874,69.29133858,100,9.448818898,21.25984252,1990
b2508,hold on,en vogue,19,17,7,10,6,5,15,7,3,8,39,117,36,42,16.23931624,14.52991453,5.982905983,8.547008547,5.128205128,4.273504274,12.82051282,5.982905983,2.564102564,6.837606838,33.33333333,100,30.76923077,35.8974359,1990
b2509,cradle of love,billy idol,65,10,8,30,6,8,51,7,0,21,92,194,75,27,33.50515464,5.154639175,4.12371134,15.46391753,3.092783505,4.12371134,26.28865979,3.608247423,0,10.82474227,47.42268041,100,38.65979381,13.91752577,1990
b2510,blaze of glory,jon bon jovi,32,26,16,19,11,14,19,11,8,23,114,202,58,30,15.84158416,12.87128713,7.920792079,9.405940594,5.445544554,6.930693069,9.405940594,5.445544554,3.96039604,11.38613861,56.43564356,100,28.71287129,14.85148515,1990
b2511,do me,bell biv devoe,24,9,1,5,0,6,24,6,3,2,62,130,33,35,18.46153846,6.923076923,0.769230769,3.846153846,0,4.615384615,18.46153846,4.615384615,2.307692308,1.538461538,47.69230769,100,25.38461538,26.92307692,1990
b2512,how am i supposed to live without you,michael bolton,4,4,2,8,1,2,3,2,2,3,75,118,8,35,3.389830508,3.389830508,1.694915254,6.779661017,0.847457627,1.694915254,2.542372881,1.694915254,1.694915254,2.542372881,63.55932203,100,6.779661017,29.66101695,1990
b2513,pump up the jam,technotronic featuring felly,27,0,0,3,0,0,3,0,0,3,96,306,27,183,8.823529412,0,0,0.980392157,0,0,0.980392157,0,0,0.980392157,31.37254902,100,8.823529412,59.80392157,1990
b2514,opposites attract,paula abdul and the wild pair,18,10,5,5,2,4,7,3,2,11,168,276,28,80,6.52173913,3.623188406,1.811594203,1.811594203,0.724637681,1.449275362,2.536231884,1.086956522,0.724637681,3.985507246,60.86956522,100,10.14492754,28.98550725,1990
b2515,escapade,janet jackson,21,8,2,15,2,5,21,6,10,18,148,207,29,30,10.14492754,3.8647343,0.966183575,7.246376812,0.966183575,2.415458937,10.14492754,2.898550725,4.830917874,8.695652174,71.49758454,100,14.00966184,14.49275362,1990
b2516,all i wanna do is make love to you,heart,26,13,3,6,4,10,25,9,3,5,99,194,39,56,13.40206186,6.701030928,1.546391753,3.092783505,2.06185567,5.154639175,12.88659794,4.639175258,1.546391753,2.577319588,51.03092784,100,20.10309278,28.86597938,1990
b2517,close to you,maxi priest,14,25,11,4,6,23,8,22,2,12,124,240,39,77,5.833333333,10.41666667,4.583333333,1.666666667,2.5,9.583333333,3.333333333,9.166666667,0.833333333,5,51.66666667,100,16.25,32.08333333,1990
b2518,black velvet,alannah myles,28,20,1,6,6,1,13,17,9,16,63,146,48,35,19.17808219,13.69863014,0.684931507,4.109589041,4.109589041,0.684931507,8.904109589,11.64383562,6.164383562,10.95890411,43.15068493,100,32.87671233,23.97260274,1990
b2519,release me,wilson phillips,15,8,0,12,4,6,15,4,1,3,109,175,23,43,8.571428571,4.571428571,0,6.857142857,2.285714286,3.428571429,8.571428571,2.285714286,0.571428571,1.714285714,62.28571429,100,13.14285714,24.57142857,1990
b2520,dont know much,linda ronstadt and aaron neville,9,2,2,1,1,2,7,2,0,1,62,85,11,12,10.58823529,2.352941176,2.352941176,1.176470588,1.176470588,2.352941176,8.235294118,2.352941176,0,1.176470588,72.94117647,100,12.94117647,14.11764706,1990
b2521,all around the world,lisa stansfield,15,9,8,3,7,4,14,4,0,0,176,234,24,34,6.41025641,3.846153846,3.418803419,1.282051282,2.991452991,1.709401709,5.982905983,1.709401709,0,0,75.21367521,100,10.25641026,14.52991453,1990
b2522,i wanna be rich,calloway,33,20,15,22,0,18,29,17,13,20,98,189,53,38,17.46031746,10.58201058,7.936507937,11.64021164,0,9.523809524,15.34391534,8.994708995,6.878306878,10.58201058,51.85185185,100,28.04232804,20.10582011,1990
b2523,rub you the right way,johnny gill,31,17,3,5,3,12,23,16,4,9,112,252,48,92,12.3015873,6.746031746,1.19047619,1.984126984,1.19047619,4.761904762,9.126984127,6.349206349,1.587301587,3.571428571,44.44444444,100,19.04761905,36.50793651,1990
b2524,she aint worth it,glenn medeiros and bobby brown,25,15,5,7,5,5,7,11,4,5,140,231,40,51,10.82251082,6.493506494,2.164502165,3.03030303,2.164502165,2.164502165,3.03030303,4.761904762,1.731601732,2.164502165,60.60606061,100,17.31601732,22.07792208,1990
b2525,if wishes came true,sweet sensation,18,8,3,7,3,4,15,6,2,9,84,151,26,41,11.9205298,5.298013245,1.986754967,4.635761589,1.986754967,2.649006623,9.933774834,3.973509934,1.324503311,5.960264901,55.62913907,100,17.21854305,27.15231788,1990
b2526,the power,snap,13,11,7,6,3,8,8,3,22,10,268,386,24,94,3.367875648,2.849740933,1.813471503,1.554404145,0.777202073,2.07253886,2.07253886,0.777202073,5.699481865,2.590673575,69.43005181,100,6.21761658,24.35233161,1990
b2527,cant live without your love and affection,nelson,24,8,4,3,4,5,23,4,1,9,112,166,32,22,14.45783133,4.819277108,2.409638554,1.807228916,2.409638554,3.012048193,13.85542169,2.409638554,0.602409639,5.421686747,67.46987952,100,19.27710843,13.25301205,1990
b2528,love will lead you back,taylor dayne,24,2,2,14,2,2,12,2,0,1,72,154,26,56,15.58441558,1.298701299,1.298701299,9.090909091,1.298701299,1.298701299,7.792207792,1.298701299,0,0.649350649,46.75324675,100,16.88311688,36.36363636,1990
b2529,dont wanna fall in love,jane child,24,32,16,11,11,22,24,22,9,8,61,165,56,48,14.54545455,19.39393939,9.696969697,6.666666667,6.666666667,13.33333333,14.54545455,13.33333333,5.454545455,4.848484848,36.96969697,100,33.93939394,29.09090909,1990
b2530,two to make it right,seduction,4,8,1,3,2,6,2,8,0,4,140,212,12,60,1.886792453,3.773584906,0.471698113,1.41509434,0.943396226,2.830188679,0.943396226,3.773584906,0,1.886792453,66.03773585,100,5.660377358,28.30188679,1990
b2531,sending all my love,linear,26,11,2,4,2,8,24,11,1,1,55,118,37,26,22.03389831,9.322033898,1.694915254,3.389830508,1.694915254,6.779661017,20.33898305,9.322033898,0.847457627,0.847457627,46.61016949,100,31.3559322,22.03389831,1990
b2532,unskinny bop,poison,18,4,4,9,1,2,14,2,7,8,112,175,22,41,10.28571429,2.285714286,2.285714286,5.142857143,0.571428571,1.142857143,8,1.142857143,4,4.571428571,64,100,12.57142857,23.42857143,1990
b2533,step by step,new kids on the block,16,1,0,3,0,0,16,0,2,1,99,204,17,88,7.843137255,0.490196078,0,1.470588235,0,0,7.843137255,0,0.980392157,0.490196078,48.52941176,100,8.333333333,43.1372549,1990
b2534,dangerous,roxette,9,12,6,6,0,9,5,0,1,8,102,178,21,55,5.056179775,6.741573034,3.370786517,3.370786517,0,5.056179775,2.808988764,0,0.561797753,4.494382022,57.30337079,100,11.79775281,30.8988764,1990
b2535,we didnt start the fire,billy joel,16,21,11,19,5,27,4,7,3,5,179,311,37,95,5.144694534,6.752411576,3.536977492,6.109324759,1.607717042,8.681672026,1.286173633,2.250803859,0.964630225,1.607717042,57.5562701,100,11.89710611,30.54662379,1990
b2536,i dont have the heart,james ingram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
b2537,downtown train,rod stewart,6,10,2,3,1,3,3,8,2,1,69,141,16,56,4.255319149,7.092198582,1.418439716,2.127659574,0.709219858,2.127659574,2.127659574,5.673758865,1.418439716,0.709219858,48.93617021,100,11.34751773,39.71631206,1990
b2538,rhythm nation,janet jackson,35,4,3,9,1,3,4,4,1,21,76,207,39,92,16.90821256,1.93236715,1.449275362,4.347826087,0.483091787,1.449275362,1.93236715,1.93236715,0.483091787,10.14492754,36.71497585,100,18.84057971,44.44444444,1990
b2539,ill be your everything,tommy page,21,32,30,9,29,31,20,32,6,14,78,154,53,23,13.63636364,20.77922078,19.48051948,5.844155844,18.83116883,20.12987013,12.98701299,20.77922078,3.896103896,9.090909091,50.64935065,100,34.41558442,14.93506494,1990
b2540,roam,the b52s,8,3,12,12,1,12,3,11,3,0,63,166,11,92,4.819277108,1.807228916,7.228915663,7.228915663,0.602409639,7.228915663,1.807228916,6.626506024,1.807228916,0,37.95180723,100,6.626506024,55.42168675,1990
b2541,everything,jody watley,10,8,4,1,1,4,5,3,0,2,69,104,18,17,9.615384615,7.692307692,3.846153846,0.961538462,0.961538462,3.846153846,4.807692308,2.884615385,0,1.923076923,66.34615385,100,17.30769231,16.34615385,1990
b2542,back to life however do you want me,soul ii soul featuring caron wheeler,2,5,2,3,2,3,1,3,2,2,122,162,7,33,1.234567901,3.086419753,1.234567901,1.851851852,1.234567901,1.851851852,0.617283951,1.851851852,1.234567901,1.234567901,75.30864198,100,4.320987654,20.37037037,1990
b2543,here and now,luther vandross,24,2,2,8,2,2,24,2,1,10,74,113,26,13,21.23893805,1.769911504,1.769911504,7.079646018,1.769911504,1.769911504,21.23893805,1.769911504,0.884955752,8.849557522,65.48672566,100,23.00884956,11.50442478,1990
b2544,alright,janet jackson,31,5,3,5,3,4,27,5,0,13,92,146,36,18,21.23287671,3.424657534,2.054794521,3.424657534,2.054794521,2.739726027,18.49315068,3.424657534,0,8.904109589,63.01369863,100,24.65753425,12.32876712,1990
b2545,ice ice baby,vanilla ice,32,36,21,9,12,18,23,16,2,6,148,360,68,144,8.888888889,10,5.833333333,2.5,3.333333333,5,6.388888889,4.444444444,0.555555556,1.666666667,41.11111111,100,18.88888889,40,1990
b2546,blame it on the rain,milli vanilli,8,42,34,1,35,0,4,4,1,1,105,217,50,62,3.686635945,19.35483871,15.66820276,0.460829493,16.12903226,0,1.843317972,1.843317972,0.460829493,0.460829493,48.38709677,100,23.04147465,28.57142857,1990
b2547,have you seen her,mc hammer,41,14,13,16,9,13,34,13,9,12,209,330,55,66,12.42424242,4.242424242,3.939393939,4.848484848,2.727272727,3.939393939,10.3030303,3.939393939,2.727272727,3.636363636,63.33333333,100,16.66666667,20,1990
b2548,with every beat of my heart,taylor dayne,4,3,1,3,2,5,4,2,1,0,93,153,7,53,2.614379085,1.960784314,0.653594771,1.960784314,1.307189542,3.267973856,2.614379085,1.307189542,0.653594771,0,60.78431373,100,4.575163399,34.64052288,1990
b2549,come back to me,janet jackson,4,2,1,7,0,1,4,3,1,3,54,86,6,26,4.651162791,2.325581395,1.162790698,8.139534884,0,1.162790698,4.651162791,3.488372093,1.162790698,3.488372093,62.79069767,100,6.976744186,30.23255814,1990
b2550,no more lies,michelle,18,3,2,3,2,0,13,2,2,5,17,53,21,15,33.96226415,5.660377358,3.773584906,5.660377358,3.773584906,0,24.52830189,3.773584906,3.773584906,9.433962264,32.0754717,100,39.62264151,28.30188679,1990
b2551,praying for time,george michael,13,14,7,10,7,6,10,9,7,8,70,141,27,44,9.219858156,9.929078014,4.964539007,7.092198582,4.964539007,4.255319149,7.092198582,6.382978723,4.964539007,5.673758865,49.64539007,100,19.14893617,31.20567376,1990
b2552,how can we be lovers,michael bolton,47,6,4,24,2,1,40,3,1,24,84,177,53,40,26.55367232,3.389830508,2.259887006,13.55932203,1.129943503,0.564971751,22.59887006,1.694915254,0.564971751,13.55932203,47.45762712,100,29.94350282,22.59887006,1990
b2553,do you remember,phil collins,5,9,5,4,4,5,3,5,1,3,80,119,14,25,4.201680672,7.56302521,4.201680672,3.361344538,3.361344538,4.201680672,2.521008403,4.201680672,0.840336134,2.521008403,67.22689076,100,11.76470588,21.00840336,1990
b2554,ready or not,after 7,13,19,15,8,13,19,11,16,4,5,77,133,32,24,9.77443609,14.28571429,11.27819549,6.015037594,9.77443609,14.28571429,8.270676692,12.03007519,3.007518797,3.759398496,57.89473684,100,24.06015038,18.04511278,1990
b2555,u cant touch this,mc hammer,17,10,3,8,2,2,6,2,6,11,222,355,27,106,4.788732394,2.816901408,0.845070423,2.253521127,0.563380282,0.563380282,1.690140845,0.563380282,1.690140845,3.098591549,62.53521127,100,7.605633803,29.85915493,1990
b2556,i wish it would rain down,phil collins,1,4,2,1,1,4,1,4,1,1,86,124,5,33,0.806451613,3.225806452,1.612903226,0.806451613,0.806451613,3.225806452,0.806451613,3.225806452,0.806451613,0.806451613,69.35483871,100,4.032258065,26.61290323,1990
b2557,just between you and me,lou gramm,11,10,4,2,1,4,2,3,3,5,98,157,21,38,7.006369427,6.369426752,2.547770701,1.27388535,0.636942675,2.547770701,1.27388535,1.910828025,1.910828025,3.184713376,62.42038217,100,13.37579618,24.20382166,1990
b2558,something happened on the way to heaven,phil collins,4,10,3,5,3,13,4,9,4,2,129,167,14,24,2.395209581,5.988023952,1.796407186,2.994011976,1.796407186,7.784431138,2.395209581,5.389221557,2.395209581,1.19760479,77.24550898,100,8.383233533,14.37125749,1990
b2559,black cat,janet jackson,7,22,5,17,6,19,2,10,0,5,85,192,29,78,3.645833333,11.45833333,2.604166667,8.854166667,3.125,9.895833333,1.041666667,5.208333333,0,2.604166667,44.27083333,100,15.10416667,40.625,1990
b2560,cant stop,after 7,11,4,1,5,1,2,10,2,1,2,125,193,15,53,5.699481865,2.07253886,0.518134715,2.590673575,0.518134715,1.03626943,5.18134715,1.03626943,0.518134715,1.03626943,64.76683938,100,7.772020725,27.4611399,1990
b2561,janies got a gun,aerosmith,5,33,17,5,0,21,3,4,2,2,128,195,38,29,2.564102564,16.92307692,8.717948718,2.564102564,0,10.76923077,1.538461538,2.051282051,1.025641026,1.025641026,65.64102564,100,19.48717949,14.87179487,1990
b2562,the humpty dance,digital underground,23,24,10,13,12,12,15,12,13,21,312,496,47,137,4.637096774,4.838709677,2.016129032,2.620967742,2.419354839,2.419354839,3.024193548,2.419354839,2.620967742,4.233870968,62.90322581,100,9.475806452,27.62096774,1990
b2563,ill be your shelter,taylor dayne,18,16,15,2,15,15,6,16,0,14,178,243,34,31,7.407407407,6.58436214,6.172839506,0.823045267,6.172839506,6.172839506,2.469135802,6.58436214,0,5.761316872,73.25102881,100,13.99176955,12.75720165,1990
b2564,free fallin,tom petty,9,12,7,5,7,6,7,7,4,4,74,110,21,15,8.181818182,10.90909091,6.363636364,4.545454545,6.363636364,5.454545455,6.363636364,6.363636364,3.636363636,3.636363636,67.27272727,100,19.09090909,13.63636364,1990
b2565,giving you the benefit,pebbles,32,40,19,6,23,35,10,35,5,17,169,335,72,94,9.552238806,11.94029851,5.671641791,1.791044776,6.865671642,10.44776119,2.985074627,10.44776119,1.492537313,5.074626866,50.44776119,100,21.49253731,28.05970149,1990
b2566,enjoy the silence,depeche mode,3,16,12,2,3,8,3,6,3,3,33,63,19,11,4.761904762,25.3968254,19.04761905,3.174603175,4.761904762,12.6984127,4.761904762,9.523809524,4.761904762,4.761904762,52.38095238,100,30.15873016,17.46031746,1990
b2567,love song,tesla,16,3,2,6,2,3,16,3,1,2,61,110,19,30,14.54545455,2.727272727,1.818181818,5.454545455,1.818181818,2.727272727,14.54545455,2.727272727,0.909090909,1.818181818,55.45454545,100,17.27272727,27.27272727,1990
b2568,price of love,bad english,15,9,6,9,4,6,10,5,3,4,71,133,24,38,11.27819549,6.766917293,4.511278195,6.766917293,3.007518797,4.511278195,7.518796992,3.759398496,2.255639098,3.007518797,53.38345865,100,18.04511278,28.57142857,1990
b2569,girls nite out,tyler collins,4,11,0,12,3,2,4,3,1,0,76,127,15,36,3.149606299,8.661417323,0,9.448818898,2.362204724,1.57480315,3.149606299,2.362204724,0.787401575,0,59.84251969,100,11.81102362,28.34645669,1990
b2570,king of wishful thinking,go west,13,31,18,17,18,17,1,18,1,0,82,165,44,39,7.878787879,18.78787879,10.90909091,10.3030303,10.90909091,10.3030303,0.606060606,10.90909091,0.606060606,0,49.6969697,100,26.66666667,23.63636364,1990
b2571,what kind of man would i be,chicago,20,3,0,0,1,0,14,1,0,13,83,139,23,33,14.38848921,2.158273381,0,0,0.71942446,0,10.07194245,0.71942446,0,9.352517986,59.71223022,100,16.54676259,23.74100719,1990
b2572,i remember you,skid row,18,10,4,6,0,9,16,9,2,10,85,172,28,59,10.46511628,5.813953488,2.325581395,3.488372093,0,5.23255814,9.302325581,5.23255814,1.162790698,5.813953488,49.41860465,100,16.27906977,34.30232558,1990
b2573,get up before the night is over,technotronic featuring ya kid k,3,6,3,0,1,3,0,3,2,0,63,111,9,39,2.702702703,5.405405405,2.702702703,0,0.900900901,2.702702703,0,2.702702703,1.801801802,0,56.75675676,100,8.108108108,35.13513514,1990
b2574,here we are,gloria estefan,17,9,4,9,2,7,17,7,2,8,62,123,26,35,13.82113821,7.317073171,3.25203252,7.317073171,1.62601626,5.691056911,13.82113821,5.691056911,1.62601626,6.504065041,50.40650407,100,21.13821138,28.45528455,1990
b2575,epic,faith no more,5,11,8,5,4,4,4,5,2,5,45,83,16,22,6.024096386,13.25301205,9.638554217,6.024096386,4.819277108,4.819277108,4.819277108,6.024096386,2.409638554,6.024096386,54.21686747,100,19.27710843,26.5060241,1990
b2576,love takes time,mariah carey,11,22,4,10,2,13,7,12,3,5,74,120,33,13,9.166666667,18.33333333,3.333333333,8.333333333,1.666666667,10.83333333,5.833333333,10,2.5,4.166666667,61.66666667,100,27.5,10.83333333,1990
b2577,just like jesse james,cher,23,18,11,5,4,13,15,7,13,10,194,296,41,61,7.77027027,6.081081081,3.716216216,1.689189189,1.351351351,4.391891892,5.067567568,2.364864865,4.391891892,3.378378378,65.54054054,100,13.85135135,20.60810811,1990
b2578,love shack,the b52s,74,66,23,1,70,23,77,65,22,1,101,300,140,59,24.66666667,22,7.666666667,0.333333333,23.33333333,7.666666667,25.66666667,21.66666667,7.333333333,0.333333333,33.66666667,100,46.66666667,19.66666667,1990
b2579,all or nothing,milli vanilli,32,10,4,17,2,9,29,11,10,18,119,217,42,56,14.74654378,4.608294931,1.843317972,7.834101382,0.921658986,4.147465438,13.3640553,5.069124424,4.608294931,8.294930876,54.83870968,100,19.35483871,25.80645161,1990
b2580,romeo,dino,12,11,10,4,8,11,12,12,7,5,66,118,23,29,10.16949153,9.322033898,8.474576271,3.389830508,6.779661017,9.322033898,10.16949153,10.16949153,5.93220339,4.237288136,55.93220339,100,19.49152542,24.57627119,1990
b2581,everybody everybody,black box,4,4,4,9,4,4,4,4,0,1,115,154,8,31,2.597402597,2.597402597,2.597402597,5.844155844,2.597402597,2.597402597,2.597402597,2.597402597,0,0.649350649,74.67532468,100,5.194805195,20.12987013,1990
b2582,i go to extremes,billy joel,10,13,6,10,3,5,7,8,5,6,99,160,23,38,6.25,8.125,3.75,6.25,1.875,3.125,4.375,5,3.125,3.75,61.875,100,14.375,23.75,1990
b2583,whip appeal,babyface,26,27,25,30,0,0,24,0,13,19,112,199,53,34,13.06532663,13.5678392,12.56281407,15.07537688,0,0,12.06030151,0,6.532663317,9.547738693,56.28140704,100,26.63316583,17.08542714,1990
b2584,oh girl,paul young,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
b2585,cmon and get my love,d mob featuring cathy dennis,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,1990
b2586,its just the way that you love me,paula abdul,43,3,4,5,0,1,36,2,6,8,86,167,46,35,25.74850299,1.796407186,2.395209581,2.994011976,0,0.598802395,21.55688623,1.19760479,3.592814371,4.790419162,51.49700599,100,27.54491018,20.95808383,1990
b2587,we cant go wrong,the cover girls,14,20,2,6,2,3,10,5,1,9,81,127,34,12,11.02362205,15.7480315,1.57480315,4.724409449,1.57480315,2.362204724,7.874015748,3.937007874,0.787401575,7.086614173,63.77952756,100,26.77165354,9.448818898,1990
b2588,when im back on my feet again,michael bolton,13,8,6,19,7,6,10,8,6,8,66,138,21,51,9.420289855,5.797101449,4.347826087,13.76811594,5.072463768,4.347826087,7.246376812,5.797101449,4.347826087,5.797101449,47.82608696,100,15.2173913,36.95652174,1990
b2589,make you sweat,keith sweat,14,9,2,4,2,12,12,7,4,1,92,159,23,44,8.805031447,5.660377358,1.257861635,2.51572327,1.257861635,7.547169811,7.547169811,4.402515723,2.51572327,0.628930818,57.86163522,100,14.46540881,27.67295597,1990
b2590,this ones for the children,new kids on the block,18,2,0,13,0,5,15,2,0,9,42,81,20,19,22.22222222,2.469135802,0,16.04938272,0,6.172839506,18.51851852,2.469135802,0,11.11111111,51.85185185,100,24.69135802,23.45679012,1990
